ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City
0x2bb5,CHENRES03DEL03,39,4.9,13.091809,80.219104,13.121809,80.249104,3/3/2022,17:20,17:25,Cloudy,Medium,1,Snack,motorcycle,0,No,Urban
0xb510,INDORES19DEL02,30,4.7,22.745536,75.893106,22.765536,75.913106,3/3/2022,10:45,0.458333333,Windy,Low,2,Snack,scooter,1,No,Metropolitian
0xb547,MYSRES01DEL02,25,4.9,12.311072,76.654878,12.361072,76.704878,5/4/2022,23:30,23:35,Sunny,Low,2,Buffet,scooter,0,No,Metropolitian
0x3294,CHENRES11DEL01,21,4.9,13.064181,80.236442,13.174181,80.346442,27-03-2022,21:50,21:55,Cloudy,Jam,0,Drinks,motorcycle,1,No,Metropolitian
0x68a6,COIMBRES17DEL02,34,4.7,11.026117,76.944652,11.076117,76.994652,1/4/2022,22:25,22:40,Fog,Low,1,Meal,motorcycle,0,No,Urban
0xa062,PUNERES05DEL02,37,4.8,18.543626,73.905101,18.673626,74.035101,27-03-2022,22:15,22:30,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian
0xa546,SURRES03DEL03,37,4.8,21.186884,72.793616,21.246884,72.853616,9/3/2022,20:10,20:20,Cloudy,Jam,0,Snack,motorcycle,2,No,Metropolitian
0xd99a,ALHRES06DEL01,31,3.8,0,0,0.07,0.07,16-02-2022,18:30,18:40,Stormy,Medium,2,Meal,electric_scooter,1,No,Metropolitian
0xaf20,INDORES12DEL03,23,4.6,22.74806,75.8934,22.83806,75.9834,27-03-2022,17:35,17:50,Sandstorms,Medium,1,Meal,scooter,1,No,Urban
0x8e8d,PUNERES010DEL01,25,4.8,18.539299,73.897902,18.579299,73.937902,15-03-2022,15:55,0.666666667,Fog,Medium,0,Drinks,motorcycle,1,No,NaN
0x1ee0,CHENRES12DEL01,39,4.9,12.972793,80.249982,13.012793,80.289982,19-03-2022,14:25,14:30,Stormy,High,1,Drinks,scooter,1,No,Metropolitian
0x4fa0,RANCHIRES20DEL01,33,4.2,23.39925,85.390464,23.50925,85.500464,6/4/2022,21:25,21:30,Windy,Jam,2,Drinks,scooter,0,No,Metropolitian
0x7c80,COIMBRES05DEL02,26,4.6,11.022169,76.999594,11.152169,77.129594,4/3/2022,18:30,18:40,Sandstorms,Medium,2,Snack,electric_scooter,1,No,NaN
0x1ad2,VADRES15DEL01,23,4.7,0,0,0.04,0.04,30-03-2022,16:50,0.708333333,Windy,Medium,0,Meal,motorcycle,0,No,Metropolitian
0x9fad,MYSRES19DEL01,27,4.8,12.334022,76.618203,12.444022,76.728203,10/3/2022,19:15,19:20,Sunny,Jam,2,Drinks,scooter,1,No,Urban
0x13e9,JAPRES08DEL02,28,4.6,26.910262,75.783013,26.930262,75.803013,28-03-2022,11:55,12:05,Fog,High,0,Snack,motorcycle,1,No,Metropolitian
0x1c0d,BANGRES06DEL02,23,4.9,12.979096,77.640625,13.059096,77.720625,23-03-2022,21:55,22:10,Sunny,Jam,2,Buffet,scooter,0,NaN,Urban
0xae12,HYDRES07DEL01,21,5,17.424114,78.347554,17.534114,78.457554,20-03-2022,20:45,20:55,Fog,Jam,2,Snack,scooter,1,No,Metropolitian
0xa43a,VADRES20DEL03,32,4.6,22.311358,73.164798,22.401358,73.254798,4/4/2022,22:40,22:45,Windy,Low,0,Buffet,motorcycle,0,No,Metropolitian
0x735c,HYDRES09DEL03,32,4.8,17.431668,78.408321,17.491668,78.468321,24-03-2022,18:35,18:45,Cloudy,Medium,1,Snack,scooter,1,No,Metropolitian
0x1008,PUNERES06DEL02,29,4.9,18.546258,73.904337,18.676258,74.034337,20-03-2022,22:35,22:40,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian
0x8606,MYSRES09DEL03,33,4.4,12.323194,76.630583,12.353194,76.660583,17-03-2022,17:45,17:55,Sandstorms,Medium,0,Snack,motorcycle,0,No,Metropolitian
0x303c,PUNERES04DEL01,26,4.7,18.51421,73.838429,18.55421,73.878429,11/3/2022,13:40,13:45,Windy,High,2,Snack,electric_scooter,1,No,Metropolitian
0xc3d6,GOARES03DEL02,31,4.5,15.574828,73.766883,15.624828,73.816883,17-02-2022,23:20,23:25,Cloudy,Low,2,Drinks,scooter,0,No,Urban
0x127f,COIMBRES20DEL01,24,4.9,10.994136,76.963303,11.104136,77.073303,23-03-2022,20:45,0.875,Sandstorms,Jam,1,Drinks,motorcycle,1,No,Urban
0x7108,JAPRES14DEL03,21,4.9,26.88842,75.800689,26.91842,75.830689,5/4/2022,22:55,23:10,Stormy,Low,1,Snack,motorcycle,1,No,Metropolitian
0x635a,MYSRES20DEL01,27,4.8,12.337978,76.616792,12.347978,76.626792,26-03-2022,9:15,9:25,Sunny,Low,2,Snack,electric_scooter,1,No,Metropolitian
0xa470,COIMBRES15DEL01,24,4.7,11.006686,76.951736,11.016686,76.961736,5/3/2022,10:50,0.458333333,Cloudy,Low,0,Snack,motorcycle,0,No,Metropolitian
0xb66f,VADRES19DEL01,23,4.7,22.311844,73.165081,22.381844,73.235081,29-03-2022,20:35,20:45,Fog,Jam,1,Snack,motorcycle,1,No,Metropolitian
0x66a9,JAPRES12DEL03,38,4.8,26.902908,75.792934,27.042908,75.932934,6/4/2022,0.958333333,23:15,Fog,Low,0,Snack,motorcycle,1,No,Urban
0xc71f,AGRRES16DEL02,35,4.5,0,0,0.02,0.02,15-02-2022,8:25,8:35,Stormy,Low,1,Buffet,scooter,0,No,Urban
0xdc2,HYDRES03DEL02,NaN,NaN,17.422819,78.449578,17.552819,78.579578,2/3/2022,NaN,23:15,NaN,NaN,3,Snack,scooter,1,No,Metropolitian
0x35bf,JAPRES19DEL03,23,4.6,26.913726,75.75282,27.003726,75.842821,20-03-2022,22:25,22:40,Windy,Low,2,Drinks,motorcycle,0,No,Urban
0x5cab,PUNERES01DEL01,38,4.3,18.569156,73.774723,18.579156,73.784723,30-03-2022,10:45,0.458333333,Stormy,Low,0,Drinks,motorcycle,0,No,Urban
0x5cf1,INDORES03DEL01,30,4.2,22.751857,75.866699,22.791857,75.906699,9/3/2022,0.708333333,17:05,Stormy,Medium,0,Drinks,motorcycle,0,No,Metropolitian
0x8157,VADRES01DEL01,20,5,22.307898,73.167788,22.347898,73.207788,1/4/2022,13:20,13:35,Stormy,High,1,Snack,scooter,0,No,Metropolitian
0x37f5,MUMRES06DEL01,35,4.7,19.055831,72.833984,19.125831,72.903984,4/3/2022,19:25,19:35,Fog,Jam,0,Buffet,motorcycle,1,No,Urban
0xd35c,ALHRES02DEL01,22,4.9,25.453436,81.833167,25.493436,81.873167,15-02-2022,16:25,16:30,Sandstorms,Medium,0,Buffet,motorcycle,1,No,Metropolitian
0x70c7,VADRES07DEL01,36,4.6,0,0,0.01,0.01,5/4/2022,10:55,11:05,Stormy,Low,1,Snack,motorcycle,1,No,Metropolitian
0x863c,PUNERES09DEL03,34,4.9,18.536562,73.896485,18.566562,73.926485,17-03-2022,20:20,20:35,Cloudy,Jam,1,Drinks,motorcycle,1,No,Metropolitian
0xa2b,HYDRES04DEL01,NaN,NaN,17.411028,78.329645,17.481028,78.399645,23-03-2022,NaN,0.791666667,NaN,NaN,3,Buffet,bicycle,1,No,Metropolitian
0x6c96,CHENRES04DEL01,36,4.8,13.02978,80.208812,13.06978,80.248812,1/3/2022,12:30,12:40,Stormy,High,1,Meal,scooter,1,No,Metropolitian
0x204b,CHENRES15DEL03,20,4.9,13.026286,80.275235,13.056286,80.305235,3/4/2022,21:35,21:45,Sunny,Jam,2,Drinks,scooter,1,No,Urban
0xde10,DEHRES05DEL03,34,4.8,30.346994,78.062543,30.376994,78.092543,15-02-2022,0.916666667,22:05,Sunny,Jam,2,Snack,scooter,1,No,Metropolitian
0xb433,MUMRES08DEL01,27,4.3,19.065838,72.832658,19.075838,72.842658,17-03-2022,9:55,10:05,Windy,Low,0,Drinks,motorcycle,1,No,Metropolitian
0xa87c,HYDRES01DEL01,32,5,17.410371,78.437225,17.420371,78.447225,9/3/2022,0.416666667,10:10,Fog,Low,1,Buffet,scooter,0,No,Metropolitian
0x7d76,SURRES04DEL01,26,4.8,21.173493,72.801953,21.183493,72.811953,28-03-2022,8:50,0.375,Sunny,Low,0,Buffet,motorcycle,1,No,Metropolitian
0x24eb,VADRES09DEL02,29,4.7,0,0,0.05,0.05,9/3/2022,23:25,23:35,Windy,Low,1,Snack,scooter,1,No,Urban
0xa5a4,INDORES07DEL02,33,4.7,22.722634,75.886959,22.772634,75.936959,7/3/2022,1,24:05:00,Fog,Low,2,Buffet,scooter,1,No,Urban
0x64f8,CHENRES20DEL02,28,4.8,12.975996,80.221898,13.105996,80.351898,2/4/2022,22:15,22:20,Windy,Low,2,Meal,scooter,0,No,Metropolitian
0x747f,JAPRES13DEL01,35,4.9,26.846156,75.8023,26.956156,75.9123,27-03-2022,19:30,19:45,Windy,Jam,2,Drinks,electric_scooter,1,No,Metropolitian
0x6064,RANCHIRES07DEL02,28,4.7,23.359407,85.325055,23.379407,85.345055,17-03-2022,0.416666667,10:10,Cloudy,Low,2,Meal,electric_scooter,0,No,Metropolitian
0x47b2,VADRES010DEL01,27,4.6,22.310329,73.169083,22.420329,73.279083,2/4/2022,23:25,23:35,Sandstorms,Low,0,Buffet,motorcycle,1,No,Metropolitian
0x87a7,VADRES19DEL03,23,4.4,22.311844,73.165081,22.401844,73.255081,4/4/2022,19:10,19:25,Fog,Jam,1,Meal,scooter,0,No,Metropolitian
0x35be,BANGRES14DEL03,36,4.8,12.949934,77.699386,13.039934,77.789386,27-03-2022,19:15,19:25,Fog,Jam,2,Drinks,motorcycle,1,No,Metropolitian
0x534e,BANGRES11DEL02,28,4.8,12.934365,77.616155,13.014365,77.696155,25-03-2022,23:10,23:20,Stormy,Low,1,Snack,scooter,0,No,Metropolitian
0x3a04,BANGRES07DEL02,38,4.8,12.978453,77.643685,12.998453,77.663685,9/3/2022,8:50,9:05,Windy,Low,2,Drinks,scooter,1,No,Metropolitian
0x5f74,HYDRES01DEL02,27,4.8,17.410371,78.437225,17.430371,78.457225,26-03-2022,11:35,11:45,Sandstorms,High,0,Snack,motorcycle,1,No,Metropolitian
0x3daf,RANCHIRES15DEL01,20,4.7,23.369746,85.33982,23.479746,85.44982,2/4/2022,21:30,21:35,Sandstorms,Jam,2,Meal,scooter,1,No,Urban
0x77e2,BANGRES16DEL02,21,4.9,13.029198,77.570997,13.159198,77.700997,10/3/2022,19:15,19:20,Sunny,Jam,2,Drinks,scooter,1,No,Metropolitian
0xf81,MUMRES010DEL02,34,4.1,19.003517,72.82765,19.133517,72.95765,27-03-2022,20:10,20:20,Cloudy,Jam,2,Snack,scooter,1,No,Metropolitian
0x8943,CHENRES12DEL01,26,4.6,12.972793,80.249982,13.012793,80.289982,5/3/2022,16:40,16:50,Cloudy,Medium,2,Drinks,motorcycle,1,No,Metropolitian
0x7b60,SURRES18DEL03,27,4.7,21.149834,72.778666,21.179834,72.808666,15-03-2022,20:15,20:25,Sandstorms,Jam,2,Snack,scooter,1,No,Urban
0x8765,SURRES07DEL01,35,3.5,21.170798,72.790489,21.240798,72.860489,27-03-2022,21:35,21:40,Sandstorms,Jam,2,Buffet,motorcycle,1,No,Metropolitian
0xac60,COIMBRES13DEL03,21,4.6,11.003669,76.976494,11.093669,77.066494,27-03-2022,23:25,23:35,Stormy,Low,1,Drinks,scooter,0,No,Metropolitian
0x438,CHENRES03DEL02,NaN,NaN,-13.091809,-80.219104,13.221809,80.349104,4/3/2022,NaN,0.875,NaN,NaN,3,Snack,scooter,1,No,Metropolitian
0x8ba4,MUMRES08DEL03,22,4.8,19.065838,72.832658,19.155838,72.922658,4/4/2022,0.916666667,22:05,Fog,Jam,1,Meal,scooter,1,No,Metropolitian
0x2d36,PUNERES16DEL01,38,4.6,18.536718,73.830327,18.606718,73.900327,6/4/2022,18:15,18:20,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian
0x815a,VADRES02DEL01,32,3.8,0,0,0.07,0.07,31-03-2022,18:30,18:40,Windy,Medium,2,Buffet,electric_scooter,1,No,Metropolitian
0x8982,INDORES04DEL03,26,4.6,22.753659,75.903365,22.783659,75.933365,19-03-2022,20:15,20:25,Cloudy,Jam,0,Buffet,motorcycle,0,No,Metropolitian
0xa154,COIMBRES13DEL01,31,4.1,11.003669,76.976494,11.073669,77.046494,29-03-2022,22:45,22:50,Fog,Low,0,Drinks,motorcycle,1,No,Metropolitian
0x5bd6,INDORES13DEL01,30,4.1,22.745049,75.892471,22.815049,75.962471,12/3/2022,20:55,21:10,Windy,Jam,2,Buffet,scooter,1,No,Metropolitian
0x8563,PUNERES03DEL01,27,4.8,18.554382,73.798206,18.664382,73.908206,6/3/2022,17:20,17:25,Sunny,Medium,1,Snack,motorcycle,1,No,Metropolitian
0xc32d,ALHRES04DEL01,28,4.8,0,0,0.11,0.11,12/2/2022,23:20,23:25,Fog,Low,2,Buffet,motorcycle,1,No,Metropolitian
0xbf38,ALHRES06DEL03,NaN,NaN,0,0,0.03,0.03,13-02-2022,NaN,21:45,NaN,NaN,3,Meal,electric_scooter,1,No,Metropolitian
0x999b,SURRES13DEL01,37,4.6,21.170096,72.789122,21.280096,72.899122,4/3/2022,17:40,17:45,Sandstorms,Medium,0,Buffet,motorcycle,1,Yes,Metropolitian
0xd2ba,LUDHRES03DEL03,25,4.5,30.88722,75.804893,31.02722,75.944893,12/2/2022,20:40,20:50,Cloudy,Jam,0,Snack,motorcycle,3,Yes,Metropolitian
0x21a7,BANGRES010DEL01,26,4.5,12.933298,77.614293,13.003298,77.684293,2/4/2022,23:10,23:15,Sandstorms,Low,2,Buffet,scooter,0,No,Metropolitian
0xa113,COIMBRES14DEL02,21,4.8,11.003681,76.975525,11.053681,77.025525,13-03-2022,20:55,21:05,Sandstorms,Jam,2,Meal,motorcycle,1,No,Metropolitian
0xe115,AURGRES18DEL02,26,4.6,19.888716,75.321461,20.018716,75.451461,12/2/2022,18:30,18:45,Cloudy,Medium,1,Snack,scooter,1,No,Metropolitian
0xb129,BANGRES02DEL03,22,4.6,12.970221,77.645396,13.060221,77.735396,14-03-2022,0.75,18:10,Sunny,Medium,1,Drinks,motorcycle,1,No,Metropolitian
0x4e2d,INDORES01DEL01,32,4.8,22.695207,75.866059,22.735207,75.906059,26-03-2022,14:40,14:55,Windy,High,1,Meal,scooter,1,No,Urban
0x1ab9,COIMBRES20DEL03,32,5,10.994136,76.963303,11.054136,77.023303,11/3/2022,19:30,19:35,Windy,Jam,1,Buffet,scooter,1,No,Metropolitian
0x9385,CHENRES08DEL03,35,4.2,13.022394,80.242439,13.112394,80.332439,12/3/2022,20:30,20:45,Windy,Jam,0,Drinks,motorcycle,2,No,Metropolitian
0x487a,RANCHIRES11DEL01,30,4.9,23.359194,85.325447,23.469194,85.435447,29-03-2022,22:20,22:30,Sandstorms,Low,2,Meal,motorcycle,0,No,Metropolitian
0x7627,MUMRES05DEL01,33,4.2,18.927584,72.832585,19.037584,72.942585,12/3/2022,19:15,19:25,Sandstorms,Jam,1,Meal,motorcycle,1,No,Metropolitian
0xca8c,LUDHRES04DEL01,20,4.6,30.914057,75.83982,30.924057,75.84982,15-02-2022,8:55,9:05,Windy,Low,1,Meal,scooter,0,No,Urban
0x6b15,CHENRES13DEL01,23,4.7,13.027018,80.254791,13.137018,80.364791,20-03-2022,17:50,18:05,Windy,Medium,1,Drinks,scooter,1,No,Metropolitian
0x160d,MUMRES08DEL03,27,4.7,19.065838,72.832658,19.155838,72.922658,4/3/2022,23:20,23:30,Fog,Low,1,Buffet,motorcycle,1,No,Metropolitian
0xa6e,MUMRES09DEL01,38,4.7,18.994049,72.825203,19.104049,72.935203,6/4/2022,17:10,17:15,Fog,Medium,1,Drinks,motorcycle,2,No,Urban
0xb38c,HYDRES18DEL01,39,4.6,17.450851,78.379347,17.560851,78.489347,31-03-2022,17:20,17:30,Fog,Medium,1,Meal,scooter,1,No,Metropolitian
0x4c44,BANGRES08DEL01,28,4.8,12.906229,77.596791,13.016229,77.706791,20-03-2022,22:35,22:40,Sandstorms,Low,1,Snack,scooter,1,No,Urban
0x968f,VADRES17DEL03,36,4.3,0,0,0.09,0.09,12/3/2022,17:10,17:25,Fog,Medium,2,Drinks,electric_scooter,1,No,Metropolitian
0xcc4d,AURGRES01DEL03,39,4.9,19.876219,75.346017,19.906219,75.376017,11/2/2022,22:10,22:15,Stormy,Low,1,Drinks,scooter,1,No,Urban
0xbd92,COIMBRES04DEL03,26,4.8,11.024839,77.007003,11.054839,77.037003,1/3/2022,0.958333333,23:10,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian
0xf9c,PUNERES06DEL01,24,5,18.546258,73.904337,18.586258,73.944337,19-03-2022,16:45,0.708333333,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian
0x1a73,MUMRES01DEL02,36,4.6,19.12663,72.829976,19.14663,72.849976,1/4/2022,11:25,11:30,Windy,High,0,Meal,motorcycle,0,No,Metropolitian
0xd4a1,BHPRES04DEL01,24,4.5,23.184992,77.417227,23.194992,77.427227,11/2/2022,9:15,9:30,Fog,Low,1,Drinks,motorcycle,0,No,Metropolitian
0x6b39,MYSRES12DEL03,39,4.6,12.284747,76.625861,12.374747,76.715861,23-03-2022,22:40,22:55,Windy,Low,1,Buffet,motorcycle,1,No,Metropolitian
0xce2,HYDRES19DEL01,NaN,NaN,17.458998,78.500366,17.498998,78.540366,9/3/2022,NaN,14:05,Sunny,High,1,Drinks,motorcycle,0,No,Urban
0x16e7,BANGRES01DEL01,31,4.7,12.933284,77.615428,13.003284,77.685428,25-03-2022,0.916666667,22:15,Stormy,Jam,1,Drinks,scooter,0,No,Metropolitian
0x91d7,BANGRES12DEL03,28,5,12.939496,77.625999,12.969496,77.655999,24-03-2022,22:25,22:40,Cloudy,Low,2,Drinks,motorcycle,0,No,Metropolitian
0xb375,PUNERES11DEL02,27,4.6,18.533811,73.899315,18.583811,73.949315,13-03-2022,18:10,18:25,Cloudy,Medium,1,Meal,motorcycle,1,No,Metropolitian
0xa6fb,RANCHIRES17DEL01,22,4.5,23.374878,85.335739,23.484878,85.445739,29-03-2022,18:15,18:20,Windy,Medium,1,Drinks,motorcycle,0,No,Metropolitian
0x4386,VADRES13DEL02,37,4.9,22.310237,73.158921,22.330237,73.178921,9/3/2022,10:50,11:05,Sunny,Low,0,Snack,motorcycle,1,No,Metropolitian
0x372e,HYDRES18DEL02,26,4.7,17.450851,78.379347,17.530851,78.459347,6/3/2022,17:15,17:20,Sunny,Medium,0,Buffet,motorcycle,1,No,Metropolitian
0xbbfb,RANCHIRES010DEL02,22,4.6,23.354422,85.3329,23.434422,85.4129,18-03-2022,17:15,17:25,Sandstorms,Medium,0,Drinks,motorcycle,1,No,NaN
0x9f59,COIMBRES03DEL01,32,4.2,11.025083,77.015393,11.035083,77.025393,21-03-2022,0.5,12:15,Cloudy,High,2,Snack,electric_scooter,1,No,Metropolitian
0x81fe,HYDRES12DEL02,23,4.8,17.429585,78.392621,17.479585,78.442621,15-03-2022,17:55,0.75,Fog,Medium,2,Buffet,motorcycle,1,No,Urban
0x41f0,HYDRES20DEL02,39,4.7,17.483216,78.552111,17.533216,78.602111,17-03-2022,22:50,23:05,Sandstorms,Low,1,Drinks,scooter,0,No,Metropolitian
0xacce,BANGRES010DEL01,35,5,12.933298,77.614293,13.043298,77.724293,6/3/2022,22:20,22:35,Sandstorms,Low,0,Buffet,motorcycle,0,No,Metropolitian
0x265b,INDORES06DEL03,33,4.1,22.728163,75.884212,22.818163,75.974212,31-03-2022,23:30,23:35,Cloudy,Low,0,Meal,motorcycle,0,No,Metropolitian
0x60a9,MUMRES14DEL03,39,5,19.1813,72.836191,19.2413,72.896191,15-03-2022,22:35,22:50,Sunny,Low,2,Meal,scooter,1,No,Metropolitian
0xc207,AGRRES06DEL01,29,4.7,0,0,0.07,0.07,16-02-2022,20:50,20:55,Sunny,Jam,2,Drinks,motorcycle,1,No,NaN
0x2acb,JAPRES18DEL01,38,4.6,26.913987,75.752891,26.953987,75.792891,5/3/2022,12:50,13:05,Cloudy,High,1,Buffet,scooter,1,No,Metropolitian
0xc21d,KOLRES010DEL03,20,4.8,22.538999,88.322337,22.568999,88.352337,15-02-2022,22:35,22:45,Sunny,Low,2,Meal,scooter,1,No,Metropolitian
0x8eba,JAPRES18DEL03,28,4.2,26.913987,75.752891,27.053987,75.892891,29-03-2022,18:10,18:20,Sandstorms,Medium,0,Drinks,motorcycle,1,No,Metropolitian
0x4c5f,JAPRES09DEL03,33,3.7,26.911378,75.789034,27.051378,75.929034,31-03-2022,23:50,23:55,Cloudy,Low,2,Drinks,electric_scooter,0,Yes,Metropolitian
0x94af,CHENRES06DEL02,24,4.8,13.054347,80.257221,13.134347,80.337221,23-03-2022,18:25,18:40,Sunny,Medium,2,Buffet,motorcycle,0,No,Metropolitian
0xb413,INDORES19DEL01,20,4.6,22.745536,75.893106,22.855536,76.003106,27-03-2022,21:25,21:30,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Urban
0xb19a,RANCHIRES16DEL02,20,4.9,23.371292,85.327872,23.501292,85.457872,2/3/2022,18:30,18:45,Sunny,Medium,0,Drinks,motorcycle,0,No,Urban
0x9783,MUMRES07DEL03,25,4.7,19.091458,72.827808,19.181458,72.917808,6/3/2022,17:15,17:25,Cloudy,Medium,0,Snack,motorcycle,2,No,Metropolitian
0x8122,RANCHIRES04DEL01,39,4.6,23.359033,85.325347,23.369033,85.335347,26-03-2022,11:20,11:25,Sunny,High,2,Buffet,electric_scooter,0,No,Metropolitian
0xbaa8,HYDRES19DEL01,26,5,17.458998,78.500366,17.528998,78.570366,10/3/2022,17:55,0.75,Fog,Medium,0,Snack,motorcycle,1,No,Metropolitian
0xbd25,VADRES17DEL01,35,4.9,0,0,0.04,0.04,3/3/2022,15:10,15:15,Sandstorms,Medium,2,Snack,electric_scooter,1,No,Metropolitian
0x3c59,HYDRES03DEL02,22,4.5,17.422819,78.449578,17.472819,78.499578,30-03-2022,18:25,18:30,Fog,Medium,2,Snack,scooter,1,No,Urban
0x88b2,MYSRES12DEL01,30,4.7,12.284747,76.625861,12.324747,76.665861,17-03-2022,15:45,15:50,Stormy,Medium,1,Meal,scooter,0,No,Urban
0x57a2,JAPRES06DEL01,22,4.8,26.911927,75.797282,26.981927,75.867282,27-03-2022,21:15,21:20,Stormy,Jam,1,Snack,motorcycle,1,No,Metropolitian
0xcf50,KNPRES03DEL01,30,4,26.469003,80.316344,26.479003,80.326344,17-02-2022,9:15,9:20,Sandstorms,Low,0,Buffet,motorcycle,1,No,Metropolitian
0xb4b9,MYSRES05DEL03,39,4.3,12.323978,76.627961,12.353978,76.657961,1/4/2022,0.958333333,23:15,Windy,Low,0,Snack,motorcycle,0,No,Metropolitian
0xda53,AURGRES19DEL03,31,4.8,19.866969,75.318894,19.896969,75.348894,11/2/2022,19:35,19:40,Sunny,Jam,2,Snack,motorcycle,0,No,Metropolitian
0x8535,MYSRES09DEL03,27,4.9,12.323194,76.630583,12.383194,76.690583,1/4/2022,18:50,19:05,Fog,Medium,2,Meal,scooter,0,No,NaN
0xdf23,KNPRES08DEL01,20,3.3,0,0,0.07,0.07,14-02-2022,22:15,22:30,Sunny,Low,1,Meal,scooter,1,No,Metropolitian
0x4d18,MUMRES15DEL01,39,4.6,19.176269,72.836721,19.186269,72.846721,17-03-2022,0.416666667,10:15,Cloudy,Low,2,Buffet,electric_scooter,1,No,Urban
0xcd78,LUDHRES16DEL01,34,4.2,30.895817,75.813112,30.965817,75.883112,12/2/2022,21:25,21:35,Fog,Jam,1,Snack,motorcycle,1,No,Metropolitian
0xd3d6,BHPRES11DEL02,36,4.8,23.233219,77.433571,23.283219,77.483571,15-02-2022,19:35,19:40,Cloudy,Jam,2,Drinks,scooter,0,No,Urban
0x1bc4,SURRES010DEL01,21,4.6,21.17106,72.789292,21.28106,72.899292,14-03-2022,18:45,0.791666667,Stormy,Medium,2,Drinks,electric_scooter,0,No,Urban
0x9b5f,HYDRES010DEL02,32,4.9,17.428294,78.404423,17.448294,78.424423,11/3/2022,11:15,11:20,Fog,High,1,Snack,scooter,1,No,Metropolitian
0xe23e,GOARES18DEL03,38,4.9,15.49395,73.827423,15.58395,73.917423,18-02-2022,23:10,23:25,Windy,Low,1,Meal,motorcycle,1,No,Urban
0x5e0d,MYSRES010DEL02,25,5,12.321214,76.621094,12.401214,76.701094,27-03-2022,0.791666667,19:05,Stormy,Medium,2,Meal,scooter,1,No,Metropolitian
0x2142,INDORES14DEL03,22,4.6,22.761593,75.886362,22.791593,75.916362,28-03-2022,20:45,0.875,Cloudy,Jam,2,Drinks,motorcycle,1,No,Urban
0xa94a,SURRES19DEL01,28,4.7,21.149669,72.772629,21.159669,72.782629,13-03-2022,9:15,9:20,Sandstorms,Low,1,Buffet,motorcycle,1,No,Metropolitian
0xb7e5,MYSRES16DEL02,31,5,12.316967,76.603067,12.366967,76.653067,11/3/2022,0.958333333,23:15,Fog,Low,0,Buffet,motorcycle,0,No,Metropolitian
0x1ab4,RANCHIRES010DEL02,26,5,23.354422,85.3329,23.434422,85.4129,12/3/2022,23:40,23:50,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian
0x8dfa,SURRES06DEL01,34,4.7,21.185047,72.80859,21.295047,72.91859,18-03-2022,23:35,23:40,Stormy,Low,1,Drinks,motorcycle,1,No,Metropolitian
0x9937,COIMBRES15DEL02,22,4.8,11.006686,76.951736,11.056686,77.001736,11/3/2022,17:40,17:55,Sandstorms,Medium,0,Drinks,motorcycle,0,No,Urban
0xc2bb,LUDHRES06DEL03,30,5,30.895204,75.822103,30.955204,75.882103,11/2/2022,17:30,17:35,Cloudy,Medium,0,Drinks,motorcycle,1,No,Metropolitian
0x2ff3,INDORES17DEL01,32,4.4,22.761226,75.887522,22.801226,75.927522,5/3/2022,15:25,15:30,Stormy,Medium,2,Buffet,electric_scooter,1,No,Metropolitian
0xc556,KOLRES13DEL01,21,4.6,22.553227,88.353273,22.593227,88.393273,17-02-2022,15:35,15:40,Stormy,Medium,1,Buffet,motorcycle,1,No,Metropolitian
0xd46f,DEHRES13DEL01,22,4.3,30.366322,78.070453,30.376322,78.080453,17-02-2022,8:35,8:45,Windy,Low,0,Buffet,motorcycle,0,No,Metropolitian
0x1430,PUNERES16DEL02,22,4.1,18.536718,73.830327,18.666719,73.960327,10/3/2022,20:40,20:55,Fog,Jam,1,Buffet,scooter,1,No,Metropolitian
0xdd35,KOLRES13DEL01,23,4.9,22.553227,88.353273,22.623227,88.423273,12/2/2022,23:55,24:05:00,Windy,Low,1,Meal,scooter,0,No,Metropolitian
0xdbe8,DEHRES05DEL01,25,4.9,30.346994,78.062543,30.456994,78.172543,14-02-2022,23:25,23:40,Sandstorms,Low,1,Buffet,scooter,0,No,Metropolitian
0xa212,CHENRES010DEL03,33,4.1,13.066762,80.251865,13.156762,80.341865,18-03-2022,19:40,19:55,Cloudy,Jam,2,Drinks,scooter,1,No,Metropolitian
0x9ebe,JAPRES15DEL02,30,3.8,26.891191,75.802083,26.971191,75.882083,12/3/2022,20:30,20:35,Sandstorms,Jam,2,Meal,electric_scooter,1,No,Metropolitian
0x2eae,JAPRES16DEL03,31,4.9,26.849596,75.800512,26.879596,75.830512,30-03-2022,17:20,17:30,Fog,Medium,0,Drinks,motorcycle,1,No,Metropolitian
